Finished;Country;Region_UN;Region_Sub_UN;Q_Language;Gender;Age;Country;WorldIs;Identitiy
0;Nicaragua;Americas;Central America;ES;Male;27-30;Nicaragua;Full of opportunities;Other
0;Poland;Europe;Eastern Europe;PL;Female;27-30;Poland;Full of opportunities;None
0;Mexico;Americas;Central America;ES;Male;22-26;Mexico;Full of struggles;Global (I am a citizen of the world)
1;Mexico;Americas;Central America;ES;Male;18-21;Mexico;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Germany;Europe;Western Europe;EN;Male;31-35;Germany;Full of opportunities;Global (I am a citizen of the world)
0;Ukraine;Europe;Eastern Europe;EN;Female;22-26;Ukraine;Full of struggles;None
0;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Mexico;Americas;Central America;ES;Female;18-21;Mexico;Full of opportunities;Global (I am a citizen of the world)
0;Democratic Republic of the Congo;Africa;Middle Africa;FR;Male;22-26;Democratic Republic of the Congo;Full of struggles;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Male;27-30;Colombia;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Poland;Europe;Eastern Europe;PL;Male;27-30;Poland;Full of opportunities;Region (I am European / I am Asian)
0;Tanzania;Africa;Eastern Africa;EN;Female;27-30;Tanzania;Full of opportunities;Global (I am a citizen of the world)
1;Senegal;Africa;Western Africa;FR;Male;31-35;Senegal;Full of opportunities;Global (I am a citizen of the world)
1;Morocco;Africa;Northern Africa;FR;Female;22-26;Morocco;Full of opportunities;Global (I am a citizen of the world)
0;Turkey;Asia;Western Asia;EN;Female;27-30;Turkey;Full of struggles;Global (I am a citizen of the world)
0;Kazakhstan;Asia;Central Asia;EN;Female;22-26;Kazakhstan;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Morocco;Africa;Northern Africa;FR;Female;27-30;Morocco;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Morocco;Africa;Northern Africa;FR;Female;18-21;Morocco;Full of opportunities;Global (I am a citizen of the world)
1;Morocco;Africa;Northern Africa;EN;Female;27-30;Morocco;Full of opportunities;Global (I am a citizen of the world)
1;Morocco;Africa;Northern Africa;FR;Female;27-30;Morocco;Full of struggles;Global (I am a citizen of the world)
0;Poland;Europe;Eastern Europe;PL;Female;27-30;Poland;Full of struggles;Religion (I am Muslim / I am Christian)
1;Morocco;Africa;Northern Africa;FR;Male;18-21;Morocco;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Morocco;Africa;Northern Africa;FR;Female;18-21;Morocco;Full of struggles;Global (I am a citizen of the world)
0;Haiti;Americas;Caribbean;FR;Female;22-26;Haiti;;
0;Venezuela;Americas;South America;ES;Male;31-35;Venezuela;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Morocco;Africa;Northern Africa;FR;Female;18-21;Morocco;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Brazil;Americas;South America;PT;Female;31-35;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Poland;Europe;Eastern Europe;PL;Male;27-30;Poland;Full of opportunities;Region (I am European / I am Asian)
1;Mexico;Americas;Central America;ES;Male;18-21;Mexico;Full of opportunities;Other
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;27-30;Aruba (Netherlands);Full of opportunities;Religion (I am Muslim / I am Christian)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;22-26;Aruba (Netherlands);Full of struggles;Global (I am a citizen of the world)
0;Brazil;Americas;South America;PT;Female;18-21;Brazil;Full of opportunities;None
0;Poland;Europe;Eastern Europe;PL;Female;31-35;Poland;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Uruguay;Americas;South America;ES;Female;27-30;Uruguay;Full of struggles;Global (I am a citizen of the world)
1;Azerbaijan;Asia;Western Asia;RU;Female;18-21;Azerbaijan;Full of opportunities;Global (I am a citizen of the world)
0;Brazil;Americas;South America;PT;Female;27-30;Brazil;Full of opportunities;None
1;Poland;Europe;Eastern Europe;RU;Female;31-35;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Brazil;Americas;South America;PT;Female;27-30;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Male;18-21;United States;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Brazil;Americas;South America;PT;Female;18-21;Brazil;Full of opportunities;None
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
0;Poland;Europe;Eastern Europe;PL;Female;27-30;Poland;Full of struggles;Region (I am European / I am Asian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Region (I am European / I am Asian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Brazil;Americas;South America;PT;Male;22-26;Brazil;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Brazil;Americas;South America;PT;Female;18-21;Brazil;Full of opportunities;None
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Brazil;Americas;South America;PT;Female;22-26;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Argentina;Americas;South America;ES;Female;22-26;Argentina;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
0;Ukraine;Europe;Eastern Europe;RU;Female;27-30;Ukraine;Full of struggles;Other
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;27-30;Aruba (Netherlands);Full of struggles;Region (I am European / I am Asian)
0;Brazil;Americas;South America;PT;Female;22-26;Brazil;Full of opportunities;Other
0;Costa Rica;Americas;Central America;EN;Female;18-21;Costa Rica;Full of opportunities;None
0;China;Asia;Eastern Asia;ZH-S;Other;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Japan;Asia;Eastern Asia;ZH-S;Male;18-21;Japan;Full of opportunities;Global (I am a citizen of the world)
0;Brazil;Americas;South America;PT;Male;18-21;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of struggles;None
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of opportunities;None
1;Mexico;Americas;Central America;EN;Female;22-26;Mexico;Full of opportunities;Other
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of struggles;Other
0;Aruba (Netherlands);Americas;Caribbean;EN;Male;27-30;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;Brazil;Americas;South America;PT;Male;18-21;Brazil;Full of opportunities;Other
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;EN;Female;18-21;China;Full of opportunities;None
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;EN;Male;18-21;China;Full of struggles;None
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Uruguay;Americas;South America;ES;Female;31-35;Uruguay;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Global (I am a citizen of the world)
0;Brazil;Americas;South America;PT;Female;18-21;Brazil;Full of struggles;Other
0;Costa Rica;Americas;Central America;ES;Female;22-26;Costa Rica;Full of opportunities;Global (I am a citizen of the world)
0;Uruguay;Americas;South America;ES;Female;27-30;Uruguay;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Brazil;Americas;South America;PT;Female;18-21;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Costa Rica;Americas;Central America;EN;Female;31-35;Costa Rica;Full of struggles;Global (I am a citizen of the world)
0;Ukraine;Europe;Eastern Europe;RU;Female;22-26;Ukraine;Full of opportunities;None
0;Poland;Europe;Eastern Europe;PL;Male;27-30;Poland;Full of opportunities;Other
0;South Sudan;Africa;Eastern Africa;ZH-S;Male;18-21;South Sudan;Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Global (I am a citizen of the world)
0;Sri Lanka;Asia;Southern Asia;EN;Male;22-26;Sri Lanka;Full of opportunities;None
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Region (I am European / I am Asian)
0;Bulgaria;Europe;Eastern Europe;EN;Female;22-26;Albania;Full of struggles;Region (I am European / I am Asian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;None
0;China;Asia;Eastern Asia;ZH-S;Male;27-30;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Global (I am a citizen of the world)
0;India;Asia;Southern Asia;EN;Male;18-21;India;;
0;Sri Lanka;Asia;Southern Asia;EN;Male;22-26;Sri Lanka;Full of opportunities;Other
0;India;Asia;Southern Asia;EN;Male;18-21;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;India;Asia;Southern Asia;EN;Female;27-30;India;Full of opportunities;Global (I am a citizen of the world)
0;Suriname;Americas;South America;EN;Male;31-35;Suriname;Full of opportunities;None
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of struggles;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Male;31-35;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;27-30;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Ukraine;Europe;Eastern Europe;RU;Female;18-21;Ukraine;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;None
0;China;Asia;Eastern Asia;EN;Female;27-30;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;27-30;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;EN;Female;31-35;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Uruguay;Americas;South America;ES;Male;31-35;Uruguay;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;31-35;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of opportunities;None
1;Philippines;Asia;South-Eastern Asia;EN;Female;22-26;Philippines;Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Female;27-30;China;Full of struggles;Region (I am European / I am Asian)
0;China;Asia;Eastern Asia;ZH-S;Female;31-35;China;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;27-30;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nicaragua;Americas;Central America;ES;Female;31-35;Nicaragua;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;27-30;China;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Cameroon;Africa;Middle Africa;EN;Female;31-35;Cameroon;Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Male;31-35;China;Full of struggles;Global (I am a citizen of the world)
0;Ukraine;Europe;Eastern Europe;RU;Female;22-26;Ukraine;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Croatia;Europe;Southern Europe;EN;Male;22-26;Croatia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;27-30;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;EN;Female;18-21;China;Full of struggles;Other
0;Ukraine;Europe;Eastern Europe;EN;Female;31-35;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Ukraine;Europe;Eastern Europe;EN;Female;22-26;Ukraine;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Global (I am a citizen of the world)
0;Ukraine;Europe;Eastern Europe;RU;Female;22-26;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;Ukraine;Europe;Eastern Europe;RU;Female;22-26;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;27-30;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of opportunities;Region (I am European / I am Asian)
0;Pakistan;Asia;Southern Asia;EN;Male;31-35;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;;
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Female;27-30;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Female;31-35;United States;Full of struggles;None
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Male;31-35;China;Full of struggles;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;EN;Female;27-30;China;Full of opportunities;Region (I am European / I am Asian)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Brazil;Americas;South America;PT;Female;27-30;Brazil;Full of opportunities;Region (I am European / I am Asian)
0;Peru;Americas;South America;EN;Female;31-35;Peru;Full of struggles;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;EN;Female;22-26;China;;None
0;Oman;Asia;Western Asia;EN;Female;27-30;Oman;Full of struggles;Other
0;Brazil;Americas;South America;PT;Female;18-21;Brazil;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;31-35;China;Full of opportunities;Region (I am European / I am Asian)
0;China;Asia;Eastern Asia;ZH-S;Female;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;EN;Female;27-30;China;Full of opportunities;Region (I am European / I am Asian)
0;China;Asia;Eastern Asia;EN;Female;22-26;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
1;Mexico;Americas;Central America;ES;Male;18-21;Spain;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;EN;Female;31-35;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Peru;Americas;South America;ES;Female;27-30;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Religion (I am Muslim / I am Christian)
0;China;Asia;Eastern Asia;EN;Female;27-30;China;Full of opportunities;Region (I am European / I am Asian)
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Germany;Europe;Western Europe;ZH-S;Female;22-26;China;Full of struggles;Other
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;27-30;Peru;Full of opportunities;None
0;Argentina;Americas;South America;ES;Female;27-30;Argentina;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Paraguay;Americas;South America;ES;Female;27-30;Paraguay;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of struggles;None
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;31-35;Peru;Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;EN;Female;31-35;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Poland;Europe;Eastern Europe;EN;Female;31-35;Poland;Full of opportunities;Region (I am European / I am Asian)
0;Brazil;Americas;South America;PT;Female;22-26;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Other
0;Peru;Americas;South America;ES;Female;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;None
0;Venezuela;Americas;South America;EN;Female;18-21;Venezuela;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;18-21;China;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;27-30;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Venezuela;Americas;South America;EN;Female;22-26;Venezuela;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;China;Asia;Eastern Asia;ZH-S;Female;18-21;China;Full of struggles;Region (I am European / I am Asian)
0;Peru;Americas;South America;ES;Female;31-35;Peru;Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;EN;Female;31-35;Peru;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
0;Brazil;Americas;South America;PT;Female;18-21;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Brazil;Americas;South America;PT;Female;27-30;Brazil;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
0;Peru;Americas;South America;ES;Female;27-30;Peru;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;27-30;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;18-21;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;31-35;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;27-30;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;27-30;Aruba (Netherlands);Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Morocco;Africa;Northern Africa;EN;Female;22-26;Morocco;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Ukraine;Europe;Eastern Europe;RU;Female;22-26;Ukraine;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
0;Aruba (Netherlands);Americas;Caribbean;EN;Male;18-21;Aruba (Netherlands);Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;EN;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;Other
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Costa Rica;Americas;Central America;ES;Female;27-30;Costa Rica;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;Other
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;India;Asia;Southern Asia;EN;Female;27-30;India;Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;Global (I am a citizen of the world)
0;United States;Americas;Northern America;EN;Female;27-30;United States;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
0;Peru;Americas;South America;EN;Female;31-35;Peru;;
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;31-35;China;Full of struggles;Region (I am European / I am Asian)
0;Mexico;Americas;Central America;EN;Female;27-30;Mexico;Full of opportunities;Global (I am a citizen of the world)
0;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of opportunities;Region (I am European / I am Asian)
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;None
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;None
0;Peru;Americas;South America;ES;Female;18-21;Peru;Full of opportunities;None
0;Peru;Americas;South America;EN;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Poland;Europe;Eastern Europe;PL;Female;27-30;Poland;Full of opportunities;Region (I am European / I am Asian)
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of opportunities;Religion (I am Muslim / I am Christian)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;27-30;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
0;China;Asia;Eastern Asia;ZH-S;Male;22-26;China;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
0;Peru;Americas;South America;ES;Female;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Venezuela;Americas;South America;FR;Female;18-21;Venezuela;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Ukraine;Europe;Eastern Europe;EN;Female;22-26;Ukraine;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Male;22-26;Peru;Full of opportunities;Other
0;Peru;Americas;South America;EN;Male;31-35;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of struggles;None
0;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Poland;Europe;Eastern Europe;EN;Female;27-30;Poland;Full of opportunities;Global (I am a citizen of the world)
0;Italy;Europe;Southern Europe;EN;Female;27-30;Italy;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;EN;Male;18-21;Peru;Full of opportunities;None
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of struggles;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;27-30;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Region (I am European / I am Asian)
0;Netherlands;Europe;Western Europe;EN;Male;27-30;Netherlands;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;EN;Female;31-35;Peru;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;31-35;Peru;Full of struggles;Other
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;31-35;Netherlands;;
0;Aruba (Netherlands);Americas;Caribbean;EN;Male;31-35;Aruba (Netherlands);Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Male;27-30;Peru;;
0;Peru;Americas;South America;ES;Female;27-30;Peru;Full of struggles;Nationality (I am Indian / I am Argentinian)
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Nationality (I am Indian / I am Argentinian)
0;Aruba (Netherlands);Americas;Caribbean;EN;Male;18-21;Aruba (Netherlands);Full of opportunities;None
0;Peru;Americas;South America;ES;Female;31-35;Peru;Full of struggles;Global (I am a citizen of the world)
0;Aruba (Netherlands);Americas;Caribbean;EN;Female;18-21;Aruba (Netherlands);Full of struggles;None
0;Peru;Americas;South America;ES;Female;22-26;Peru;Full of opportunities;Global (I am a citizen of the world)
0;Peru;Americas;South America;ES;Female;27-30;Peru;Full of struggles;Other
0;Peru;Americas;South America;ES;Male;27-30;Peru;Full of opportunities;Other
